t,theta,omega_dot
2.488165877725182,-0.011315553788559996,-0.050520614245480086
2.4891659443962935,-0.011365854664823214,-0.050074197332536124
2.4901660110674046,-0.011415708088310847,-0.04962578264819781
2.4911660777385163,-0.011465112069839469,-0.049175387881144436
2.4921661444096275,-0.011514064638090937,-0.04872303080133245
2.493166211080739,-0.011562563839709881,-0.04826872925939652
2.4941662777518503,-0.011610607739400848,-0.04781250118605367
2.495166344422962,-0.011658194420025773,-0.04735436459150441
2.496166411094073,-0.011705321982701146,-0.04689433756483686
2.4971664777651847,-0.011751988546895487,-0.046432438273427884
2.498166544436296,-0.011798192250526493,-0.04596868496234718
2.4991666111074076,-0.01184393125005851,-0.04550309595375843
2.5001666777785188,-0.011889203720599718,-0.045035689646323464
2.5011667444496304,-0.011934007855999563,-0.04456648451460326
2.5021668111207416,-0.011978341868945941,-0.04409549910846222
2.503166877791853,-0.012022203991062666,-0.04362275205246916
2.5041669444629644,-0.012065592473006632,-0.04314826204530156
2.505167011134076,-0.01210850558456527,-0.04267204785914656
2.506167077805187,-0.012150941613717601,-0.04219412833130398
2.507167144476299,-0.012192898844800003,-0.04171452219845751
2.50816721114741,-0.012234375591232043,-0.0412332483417493
2.5091672778185217,-0.01227537019423923,-0.04075032577583014
2.510167344489633,-0.012315881014242963,-0.04026577358270484
2.5111674111607445,-0.012355906430946143,-0.039779610911043824
2.5121674778318557,-0.012395444843418472,-0.039291856975498266
2.5131675445029673,-0.012434494670182083,-0.03880253105601176
2.5141676111740785,-0.012473054349296839,-0.038311652497135355
2.51516767784519,-0.01251112233844595,-0.03781924070733931
2.5161677445163013,-0.01254869711502129,-0.0373253151583281
2.517167811187413,-0.012585777176209003,-0.036829895384352156
2.518167877858524,-0.012622361039074818,-0.03633300098152289
2.5191679445296358,-0.012658447240649658,-0.0358346516071244
2.520168011200747,-0.012694034338014961,-0.035334866978928584
2.521168077871858,-0.01272912090838827,-0.03483366687450695
2.52216814454297,-0.012763705549208616,-0.034331071130544684
2.523168211214081,-0.012797786878221973,-0.03382709964215472
2.5241682778851926,-0.01283136353356681,-0.03332177236218948
2.525168344556304,-0.012864434173859426,-0.03281510930055613
2.5261684112274154,-0.012896997478279531,-0.03230713052352811
2.5271684778985266,-0.012929052146655615,-0.03179785615306035
2.5281685445696382,-0.012960596899476524,-0.031287306365807316
2.5291686112407494,-0.012991630458915927,-0.03077550131685193
