boundaryloss,physicsloss,totalloss
0.0002627316862344742,0.0020997372921556234,0.0023624689783900976
0.0002528531476855278,0.0020806591492146254,0.002333512296900153
0.00024108414072543383,0.0020637987181544304,0.0023048827424645424
0.0002283679787069559,0.0020485715940594673,0.0022769395727664232
0.00021566405484918505,0.0020342536736279726,0.0022499177139252424
0.00020380632486194372,0.0020199669525027275,0.002223773393779993
0.00019343507301528007,0.0020048385486006737,0.0021982735488563776
0.00018493922834750265,0.001988260541111231,0.0021731997840106487
0.00017845780530478805,0.001970012905076146,0.0021484706085175276
0.00017388592823408544,0.0019502411596477032,0.0021241270005702972
0.00017090365872718394,0.0019293248187750578,0.002100228564813733
0.00016902176139410585,0.0019077444449067116,0.0020767662208527327
0.00016767345368862152,0.0018859870033338666,0.0020536603406071663
0.00016630599566269666,0.0018644940573722124,0.0020308000966906548
0.000164505880093202,0.0018436014652252197,0.0020081072580069304
0.00016208413580898196,0.001823471742682159,0.0019855559803545475
0.00015911749505903572,0.0018040575087070465,0.0019631749019026756
0.00015589938266202807,0.001785140368156135,0.0019410396926105022
0.00015283102402463555,0.001766403205692768,0.0019192341715097427
0.00015031050133984536,0.0017475099302828312,0.0018978203879669309
0.00014860792725812644,0.001728205243125558,0.0018768131267279387
0.00014780519995838404,0.0017083864659070969,0.001856191665865481
0.00014778540935367346,0.0016881522024050355,0.001835937611758709
0.00014826233382336795,0.001667777425609529,0.0018160397885367274
0.00014885498967487365,0.0016476413002237678,0.001796496333554387
0.00014916859799996018,0.001628124387934804,0.0017772929277271032
0.00014887822908349335,0.0016095229657366872,0.00175840116571635
0.00014779402408748865,0.00159199140034616,0.0017397854244336486
0.0001458796177757904,0.0015755344647914171,0.0017214140389114618
0.00014322357310447842,0.0015600312035530806,0.0017032547621056437
0.00014001730596646667,0.001545280683785677,0.0016852980479598045
0.00013648135063704103,0.0015310627641156316,0.0016675441293045878
0.0001328183279838413,0.001517184660769999,0.0016500030178576708
0.0001291985681746155,0.0015035015530884266,0.0016327000921592116
0.0001257354742847383,0.0014899109955877066,0.0016156465280801058
0.0001224987063324079,0.0014763448853045702,0.0015988436061888933
0.00011952355271205306,0.0014627648051828146,0.0015822884161025286
0.00011681909381877631,0.0014491570182144642,0.0015659760683774948
0.00011437871580710635,0.0014355304883792996,0.001549909240566194
0.00011218477447982877,0.001421910710632801,0.001534095499664545
0.00011019155499525368,0.0014083340065553784,0.0015185255324468017
0.00010834276326932013,0.001394846010953188,0.0015031887451186776
0.00010657867096597329,0.0013814989943057299,0.001488077687099576
0.00010482947982382029,0.0013683466240763664,0.001473176060244441
0.00010306021431460977,0.0013554224278777838,0.0014584825839847326
0.00010125524568138644,0.0013427376979961991,0.0014439929509535432
9.943885379470885e-05,0.0013302670558914542,0.0014297058805823326
9.766205039341003e-05,0.0013179592788219452,0.001415621372871101
9.598476754035801e-05,0.0013057541800662875,0.0014017389621585608
9.445998875889927e-05,0.001293598092161119,0.001388058066368103
9.310640598414466e-05,0.001281464472413063,0.0013745708856731653
9.191417484544218e-05,0.0012693636817857623,0.001361277885735035
9.083478653337806e-05,0.0012573398416861892,0.0013481746427714825
8.980088023236021e-05,0.001245459308847785,0.0013352602254599333
8.873704064171761e-05,0.0012337948428466916,0.0013225318398326635
8.757381874602288e-05,0.0012224082602187991,0.0013099820353090763
8.627328497823328e-05,0.0012113372795283794,0.001297610579058528
8.482042176183313e-05,0.0012005902826786041,0.0012854107189923525
8.3232342149131e-05,0.001190146547742188,0.0012733788462355733
8.155488467309624e-05,0.0011799609055742621,0.0012615157756954432
7.983857358340174e-05,0.0011699800379574299,0.0012498185969889164
7.813869160600007e-05,0.0011601464357227087,0.0012382850982248783
7.650640327483416e-05,0.0011504106223583221,0.0012269170256331563
7.497234037145972e-05,0.0011407346464693546,0.0012157070450484753
7.356157584581524e-05,0.001131096389144659,0.001204657950438559
7.227587047964334e-05,0.0011214895639568567,0.0011937654344365
7.109937723726034e-05,0.0011119236005470157,0.001183022977784276
7.001384801696986e-05,0.0011024198029190302,0.0011724336072802544
6.8987428676337e-05,0.001093006692826748,0.0011619941797107458
6.79888908052817e-05,0.0010837145382538438,0.0011517034145072103
6.698388460790738e-05,0.0010745682520791888,0.0011415521148592234
6.596015737159178e-05,0.0010655848309397697,0.0011315449373796582
6.490750820375979e-05,0.001056769280694425,0.0011216767597943544
6.383525760611519e-05,0.0010481131030246615,0.0011119483970105648
6.2753570091445e-05,0.0010396011639386415,0.001102354726754129
6.168361142044887e-05,0.0010312135564163327,0.0010928971460089087
6.063679029466584e-05,0.0010229336330667138,0.001083570416085422
5.9621594118652865e-05,0.0010147509165108204,0.0010743725579231977
5.8642701333155856e-05,0.001006662962026894,0.0010653056669980288
5.768518167315051e-05,0.0009986772201955318,0.00105636240914464
5.673982377629727e-05,0.0009908032370731235,0.001047543017193675
5.579536809818819e-05,0.0009830507915467024,0.0010388462105765939
5.484317080117762e-05,0.0009754269267432392,0.0010302701266482472
5.3882224165135995e-05,0.0009679312934167683,0.001021813484840095
5.2916879212716594e-05,0.0009605569648556411,0.001013473840430379
5.195717676542699e-05,0.000953292881604284,0.0010052500292658806
5.101510032545775e-05,0.0009461261797696352,0.0009971412364393473
5.00987698615063e-05,0.0009390461491420865,0.0009891449008136988
4.921957588521764e-05,0.0009320444078184664,0.0009812639327719808
4.837390952161513e-05,0.0009251160663552582,0.0009734899504110217
4.7564797569066286e-05,0.0009182620560750365,0.0009658268536441028
4.6788314648438245e-05,0.0009114827844314277,0.0009582710918039083
4.604025889420882e-05,0.0009047819185070693,0.000950822199229151
4.5313565351534635e-05,0.0008981649298220873,0.0009434784878976643
4.460298077901825e-05,0.0008916357764974236,0.0009362387354485691
4.390296817291528e-05,0.0008851993479765952,0.0009291023015975952
4.320771404309198e-05,0.0008788593113422394,0.000922067032661289
4.2512921936577186e-05,0.0008726181113161147,0.0009151310077868402
4.1817598685156554e-05,0.0008664763881824911,0.0009082939941436052
4.1120656533166766e-05,0.0008604328613728285,0.0009015535470098257
4.042858927277848e-05,0.0008544837473891675,0.0008949123439379036
3.97392941522412e-05,0.0008486246224492788,0.0008883639238774776
3.9058424590621144e-05,0.0008428508299402893,0.0008819092763587832
3.839138662442565e-05,0.000837156840134412,0.0008755482267588377
3.773716889554635e-05,0.000831539451610297,0.0008692766423337162
3.7100038753123954e-05,0.0008259972091764212,0.0008630972588434815
3.647660923888907e-05,0.0008205298217944801,0.0008570064092054963
3.586670209188014e-05,0.0008151371730491519,0.0008510038605891168
3.5266180930193514e-05,0.0008098207181319594,0.0008450868772342801
3.467596980044618e-05,0.0008045800495892763,0.0008392560412175953
3.409359487704933e-05,0.0007994143525138497,0.0008335079764947295
3.3523072488605976e-05,0.0007943214732222259,0.0008278445457108319
3.2962321711238474e-05,0.0007893002475611866,0.0008222625474445522
3.241323429392651e-05,0.0007843478233553469,0.0008167610503733158
3.1876727007329464e-05,0.0007794632692821324,0.0008113399962894619
3.1351322832051665e-05,0.0007746444316580892,0.0008059957763180137
3.083943374804221e-05,0.0007698910194449127,0.0008007304277271032
3.033788743778132e-05,0.0007652032072655857,0.0007955410983413458
2.9845337849110365e-05,0.0007605811697430909,0.0007904265075922012
2.9360804546740837e-05,0.000756024441216141,0.0007853852584958076
2.888333438022528e-05,0.0007515340112149715,0.000780417351052165
2.841160494426731e-05,0.0007471098215319216,0.0007755214464850724
2.7945454348810017e-05,0.000742750708013773,0.0007706961478106678
2.7485171813168563e-05,0.0007384555647149682,0.0007659407565370202
2.7030966521124355e-05,0.0007342217722907662,0.0007612527115270495
2.658567245816812e-05,0.0007300477591343224,0.0007566334097646177
2.6150009944103658e-05,0.000725930614862591,0.0007520806393586099
2.572353696450591e-05,0.0007218689424917102,0.0007475924794562161
2.5307590476586483e-05,0.0007178616942837834,0.0007431692793034017
2.4900904463720508e-05,0.0007139076478779316,0.0007388085359707475
2.4505417968612164e-05,0.0007100070361047983,0.0007345124613493681
2.4115113774314523e-05,0.00070616026641801,0.000730275409296155
2.3732463887427002e-05,0.0007023686775937676,0.0007261011633090675
2.3352544303634204e-05,0.000698631745763123,0.0007219843100756407
2.297798710060306e-05,0.0006949493545107543,0.0007179273525252938
2.2607606297242455e-05,0.0006913204560987651,0.0007139280787669122
2.224158561148215e-05,0.0006877441192045808,0.000709985732100904
2.1880247004446574e-05,0.0006842181319370866,0.000706098391674459
2.1526273485505953e-05,0.0006807412137277424,0.0007022675126791
2.1177025701035745e-05,0.0006773124332539737,0.0006984894862398505
2.0834948372794315e-05,0.0006739298696629703,0.0006947648362256587
2.049987597274594e-05,0.0006705924752168357,0.0006910923402756453
2.017183396674227e-05,0.0006672997842542827,0.0006874715909361839
1.9851368051604368e-05,0.0006640510982833803,0.0006839024717919528
1.9535713363438845e-05,0.0006608463590964675,0.0006803820724599063
1.9226221411372535e-05,0.0006576851010322571,0.000676911324262619
1.892158434202429e-05,0.0006545672076754272,0.000673488772008568
1.862162389443256e-05,0.0006514923297800124,0.0006701139500364661
1.83260599442292e-05,0.0006484599434770644,0.0006667859852313995
1.8033169908449054e-05,0.0006454698159359396,0.0006635029567405581
1.7745212971931323e-05,0.000642520550172776,0.0006602657376788557
1.7462571122450754e-05,0.0006396112148649991,0.0006570738041773438
1.7183478121296503e-05,0.0006367410533130169,0.0006539245368912816
1.6909487385419197e-05,0.000633909017778933,0.0006508185178972781
1.6640628018649295e-05,0.0006311146426014602,0.0006477552815340459
1.6376234270865098e-05,0.0006283574039116502,0.0006447336636483669
1.6116791812237352e-05,0.000625636603217572,0.0006417533732019365
1.5860976418480277e-05,0.0006229523569345474,0.0006388133624568582
1.5608604371664114e-05,0.0006203039665706456,0.0006359125836752355
1.536003765068017e-05,0.0006176908500492573,0.0006330508622340858
1.5115418136701919e-05,0.0006151121924631298,0.0006302276160567999
1.4874298358336091e-05,0.0006125674117356539,0.0006274416809901595
1.4637987078458536e-05,0.0006100558675825596,0.0006246938719414175
1.4405194633582141e-05,0.0006075769779272377,0.0006219821516424417
1.417666680936236e-05,0.0006051301606930792,0.000619306811131537
1.3951614164398052e-05,0.0006027150084264576,0.0006166666280478239
1.3730224964092486e-05,0.0006003308808431029,0.0006140610785223544
1.35120062623173e-05,0.0005979780107736588,0.0006114899879321456
1.3296803444973193e-05,0.0005956556415185332,0.000608952424954623
1.3085366845189128e-05,0.0005933629581704736,0.0006064483313821256
1.2876475921075325e-05,0.0005911000189371407,0.0006039764848537743
1.2670909200096503e-05,0.0005888659507036209,0.0006015368853695691
1.246910233021481e-05,0.0005866606370545924,0.0005991297657601535
1.226940094056772e-05,0.0005844832630828023,0.0005967526813037694
1.2073276593582705e-05,0.0005823331302963197,0.0005944063887000084
1.188007172459038e-05,0.0005802102386951447,0.0005920903058722615
1.1689831808325835e-05,0.0005781138897873461,0.0005898037343285978
1.1502877896418795e-05,0.0005760438507422805,0.0005875467322766781
1.1318779797875322e-05,0.0005739994812756777,0.000585318251978606
1.1137987712572794e-05,0.0005719807231798768,0.0005831187008880079
1.09585980681004e-05,0.0005699874018318951,0.0005809459835290909
1.078213972505182e-05,0.0005680187023244798,0.0005788008566014469
1.0608855518512428e-05,0.0005660744500346482,0.0005766833201050758
1.043798511091154e-05,0.0005641539464704692,0.000574591918848455
1.0270025995851029e-05,0.0005622566677629948,0.0005725267110392451
1.0104929970111698e-05,0.0005603827303275466,0.0005704876384697855
9.941678399627563e-06,0.0005585316685028374,0.0005684733623638749
9.781134394870605e-06,0.000556702958419919,0.0005664841155521572
9.622959623811767e-06,0.0005548964836634696,0.0005645194323733449
9.467697054788005e-06,0.0005531118949875236,0.0005625796038657427
9.314443559560459e-06,0.000551348552107811,0.0005606630002148449
9.162969945464283e-06,0.0005496066878549755,0.0005587696796283126
9.01392377272714e-06,0.0005478855455294251,0.0005568994674831629
8.867667929735035e-06,0.0005461846012622118,0.000555052247364074
8.72405416885158e-06,0.0005445039132609963,0.000553227961063385
8.58163730299566e-06,0.000542843306902796,0.0005514249205589294
8.441872523690108e-06,0.0005412024329416454,0.0005496442900039256
8.304244147439022e-06,0.000539580883923918,0.0005478851380757987
8.16785450297175e-06,0.0005379787180572748,0.0005461465916596353
8.034257916733623e-06,0.0005363949458114803,0.0005444291746243834
7.902694051153958e-06,0.0005348294507712126,0.0005427321302704513
7.772760909574572e-06,0.0005332824657671154,0.0005410552257671952
7.645562618563417e-06,0.0005317530012689531,0.000539398577529937
7.51956349631655e-06,0.000530241581145674,0.0005377611378207803
7.395377451757668e-06,0.0005287476815283298,0.0005361430812627077
7.273494247783674e-06,0.0005272707785479724,0.0005345442914403975
7.15249825589126e-06,0.0005258110468275845,0.0005329635459929705
7.034191185084637e-06,0.0005243676132522523,0.0005314017762430012
6.917999144206988e-06,0.000522940419614315,0.0005298584001138806
6.803327323723352e-06,0.0005215294077061117,0.0005283327191136777
6.690033842460252e-06,0.0005201344611123204,0.0005268245004117489
6.5791018641903065e-06,0.0005187554052099586,0.000525334500707686
6.468701030826196e-06,0.0005173918907530606,0.0005238605663180351
6.36041067991755e-06,0.0005160437431186438,0.0005224041524343193
6.254399977478897e-06,0.0005147102638147771,0.0005209646769799292
6.149820364953484e-06,0.0005133916274644434,0.000519541441462934
6.046687303751241e-06,0.0005120877176523209,0.0005181343876756728
5.945161319687031e-06,0.0005107985925860703,0.0005167437484487891
5.845154646522133e-06,0.0005095233791507781,0.0005153685342520475
5.746119313698728e-06,0.0005082625430077314,0.0005140086868777871
5.64897572985501e-06,0.0005070153274573386,0.0005126643227413297
5.553358278120868e-06,0.0005057818489149213,0.0005113352090120316
5.458857685880503e-06,0.0005045615253038704,0.0005100203561596572
5.366624463931657e-06,0.0005033546476624906,0.0005087212775833905
5.275713192531839e-06,0.0005021606921218336,0.0005074364016763866
5.185756890568882e-06,0.0005009796004742384,0.0005061653791926801
5.097471330373082e-06,0.000499811430927366,0.000504908908624202
5.0098615247407e-06,0.0004986558924429119,0.0005036657676100731
4.9244044930674136e-06,0.0004975126357749104,0.0005024370620958507
4.839898792852182e-06,0.0004963816609233618,0.0005012215697206557
4.7562734835082665e-06,0.0004952626186423004,0.0005000188830308616
4.674545380112249e-06,0.0004941557999700308,0.0004988303408026695
4.593520316120703e-06,0.0004930602735839784,0.0004976537893526256
4.514406555244932e-06,0.0004919762723147869,0.0004964906838722527
4.436226845427882e-06,0.0004909037379547954,0.0004953399766236544
4.359696958999848e-06,0.000489842495881021,0.0004942021914757788
4.283671842131298e-06,0.000488792487885803,0.0004930761642754078
4.209051439829636e-06,0.00048775336472317576,0.0004919624188914895
4.1354333006893285e-06,0.00048672521370463073,0.0004908606642857194
4.063575033796951e-06,0.0004857077728956938,0.0004897713661193848
3.99197142542107e-06,0.0004847010422963649,0.0004886930109933019
3.921612915291917e-06,0.00048370446893386543,0.00048762609367258847
3.852628651657142e-06,0.0004827179363928735,0.00048657055594958365
3.784737145906547e-06,0.00048174173571169376,0.0004855264851357788
3.7184277061896864e-06,0.0004807753430213779,0.00048449376481585205
3.652336317827576e-06,0.0004798189620487392,0.0004834712890442461
3.5873972592526115e-06,0.00047887241817079484,0.00048245981452055275
3.5239645512774587e-06,0.0004779355658683926,0.0004814595449715853
3.460673951849458e-06,0.00047700811410322785,0.00048046879237517715
3.399142315174686e-06,0.0004760900919791311,0.00047948924475349486
3.3382066249032505e-06,0.00047518129576928914,0.0004785195051226765
3.2786449537525186e-06,0.0004742816381622106,0.000477560271974653
3.219222435291158e-06,0.00047339106095023453,0.00047661029384471476
3.1613574265065836e-06,0.0004725092148873955,0.0004756705602630973
3.1041452075442066e-06,0.00047163627459667623,0.00047474043094553053
3.048431608476676e-06,0.0004707718326244503,0.00047382025513798
2.993133193740505e-06,0.000469916092697531,0.00047290921793319285
2.938852730949293e-06,0.0004690687346737832,0.00047200758126564324
2.8854076390416594e-06,0.00046822993317618966,0.00047111534513533115
2.8324261620582547e-06,0.0004673993680626154,0.0004702317819464952
2.780520844680723e-06,0.0004665770102292299,0.00046935753198340535
2.729388597799698e-06,0.0004657627723645419,0.00046849215868860483
2.679163799257367e-06,0.00046495621791109443,0.00046763537102378905
2.6296374926459976e-06,0.0004641576379071921,0.00046678728540427983
2.5808162718021777e-06,0.00046336688683368266,0.000465947698103264
2.533449560360168e-06,0.00046258349902927876,0.00046511695836670697
2.4863327325874707e-06,0.000461807765532285,0.00046429410576820374
2.440303887851769e-06,0.0004610396281350404,0.0004634799261111766
2.394961256868555e-06,0.0004602787084877491,0.0004626736626960337
2.349834403503337e-06,0.0004595253267325461,0.00046187517000362277
2.305712087036227e-06,0.00045877916272729635,0.0004610848845914006
2.262272573716473e-06,0.0004580400127451867,0.00046030228259041905
2.219089083155268e-06,0.0004573082260321826,0.00045952730579301715
2.17718661588151e-06,0.0004565831914078444,0.00045876039075665176
2.135906242983765e-06,0.00045586482156068087,0.0004580007225740701
2.0955101263098186e-06,0.000455153058283031,0.00045724856317974627
2.0555969513225136e-06,0.000454448105301708,0.0004565037088468671
2.016502094193129e-06,0.00045374984620139003,0.0004557663341984153
1.9778692603722448e-06,0.0004530581063590944,0.00045503597357310355
1.939894673341769e-06,0.0004523729730863124,0.00045431285980157554
1.9022738797502825e-06,0.00045169418444857,0.00045359646901488304
1.8653345250640996e-06,0.0004510217404458672,0.00045288706314750016
1.8291418655280722e-06,0.00045035540824756026,0.0004521845548879355
1.7935990399564616e-06,0.00044969539158046246,0.00045148900244385004
1.7589144363228115e-06,0.00044904116657562554,0.0004508000856731087
1.7244952914552414e-06,0.0004483931406866759,0.00045011762995272875
1.690629233053187e-06,0.0004477508191484958,0.00044944146065972745
1.657696088841476e-06,0.0004471147549338639,0.0004487724509090185
1.6245733149844455e-06,0.0004464844532776624,0.00044810902909375727
1.592720536791603e-06,0.0004458596813492477,0.00044745238847099245
1.5608409285050584e-06,0.00044524078839458525,0.0004468016268219799
1.5299533515644725e-06,0.0004446273378562182,0.00044615729711949825
1.4994174080129596e-06,0.0004440193879418075,0.00044551881728693843
1.4695815480081365e-06,0.0004434168804436922,0.0004448864492587745
1.4401068710867548e-06,0.00044281993177719414,0.00044426004751585424
1.4110054280536133e-06,0.00044222851283848286,0.0004436395247466862
1.3823690778735909e-06,0.00044164221617393196,0.0004430245899129659
1.3546014088205993e-06,0.00044106109999120235,0.00044241570867598057
1.3268627299112268e-06,0.00044048516429029405,0.000441812037024647
1.2997996918784338e-06,0.00043991440907120705,0.00044121421524323523
1.2730381513392786e-06,0.0004393483977764845,0.0004406214284244925
1.247220893674239e-06,0.0004387877124827355,0.0004400349280331284
1.2215870128784445e-06,0.00043823185842484236,0.00043945343350060284
1.1965194062213413e-06,0.0004376807191874832,0.00043887723586522043
1.1716296057784348e-06,0.00043713473132811487,0.0004383063642308116
1.1472208143459284e-06,0.0004365934291854501,0.0004377406439743936
1.1233969416934997e-06,0.0004360568418633193,0.0004371802497189492
1.099693577089056e-06,0.0004355248820502311,0.0004366245702840388
1.0765977549453964e-06,0.0004349976370576769,0.0004360742459539324
1.0539681625232333e-06,0.0004344747285358608,0.00043552869465202093
1.0318905196982087e-06,0.0004339563602115959,0.0004349882365204394
1.0100063718709862e-06,0.00043344241566956043,0.0004344524350017309
9.88506826615776e-07,0.0004329329531174153,0.00043392146471887827
9.67584583122516e-07,0.00043242788524366915,0.0004333954711910337
9.469325732425204e-07,0.0004319271247368306,0.0004328740469645709
9.264193749913829e-07,0.00043143078801222146,0.0004323572211433202
9.064337405106926e-07,0.0004309385840315372,0.00043184502283111215
8.867682481650263e-07,0.0004304506292100996,0.0004313373938202858
8.673451930008014e-07,0.0004299667489249259,0.0004308341012801975
8.488021876473795e-07,0.000429486739449203,0.00043033555266447365
8.302656624437077e-07,0.00042901074630208313,0.00042984102037735283
8.122447070491035e-07,0.00042853885679505765,0.00042935111559927464
7.944930757730617e-07,0.0004280708672013134,0.00042886537266895175
7.76850072270463e-07,0.00042760680662468076,0.0004283836460672319
7.597492412969586e-07,0.00042714684968814254,0.00042790660518221557
7.426424986078928e-07,0.00042669064714573324,0.0004274332895874977
7.258826144607156e-07,0.0004262381116859615,0.0004269639903213829
7.097301022440661e-07,0.0004257892433088273,0.0004264989693183452
6.938121259736363e-07,0.000425344129325822,0.00042603793554008007
6.785180062252039e-07,0.0004249024495948106,0.0004255809762980789
6.633795237576123e-07,0.0004244644078426063,0.0004251278005540371
6.483920174105151e-07,0.0004240302660036832,0.0004246786702424288
6.334752242764807e-07,0.000423599558416754,0.0004242330323904753
6.188945462781703e-07,0.0004231726052239537,0.00042379149817861617
6.0479038666017e-07,0.0004227488534525037,0.0004233536310493946
5.907713784836233e-07,0.00042232865234836936,0.0004229194310028106
5.773297289124457e-07,0.0004219116526655853,0.0004224889853503555
5.63979199341702e-07,0.0004214980290271342,0.00042206200305372477
5.51054768038739e-07,0.0004210878105368465,0.0004216388624627143
5.383412826631684e-07,0.00042068061884492636,0.00042121895239688456
5.258823421172565e-07,0.0004202768614050001,0.0004208027385175228
5.136721483722795e-07,0.000419876363594085,0.00042039004620164633
5.016102022636915e-07,0.000419479125412181,0.0004199807299301028
4.897208327747649e-07,0.0004190850886516273,0.00041957481880672276
4.780938525072997e-07,0.00041869422420859337,0.00041917231283150613
4.6675239673277247e-07,0.00041830618283711374,0.0004187729209661484
4.557848001240927e-07,0.0004179212264716625,0.00041837702156044543
4.4501013007902657e-07,0.00041753932600840926,0.0004179843235760927
